date,headline,summary,sector,sentiment,emotion,price_change,trading_volume_crore
2024-08-16,"ICICI Bank faces challenges amid consumer demand recovery, shares fall.",ICICI Bank in the Banking sector has seen a fall of -0.41% due to consumer demand recovery. Market sentiment is Neutral with Fear prevailing.,Banking,Neutral,Fear,-0.41,651.71
2024-01-14,Investors optimistic as Real Estate sector rise on interest rate hike.,Kolte Patil in the Real Estate sector has seen a rise of 6.06% due to interest rate hike. Market sentiment is Positive with Fear prevailing.,Real Estate,Positive,Fear,6.06,396.48
2024-10-22,Positive cues from Technology sector as Coforge fall.,Coforge in the Technology sector has seen a fall of -0.72% due to sector-specific regulations. Market sentiment is Neutral with Uncertainty prevailing.,Technology,Neutral,Uncertainty,-0.72,896.81
2025-02-28,"Sobha announces expansion into new markets, impacting Real Estate stocks.",Sobha in the Real Estate sector has seen a rise of 6.58% due to consumer demand recovery. Market sentiment is Positive with Uncertainty prevailing.,Real Estate,Positive,Uncertainty,6.58,945.67
2024-10-01,DLF stock rise after management change.,DLF in the Real Estate sector has seen a rise of 1.36% due to better-than-expected quarterly results. Market sentiment is Positive with Uncertainty prevailing.,Real Estate,Positive,Uncertainty,1.36,414.89
2024-09-03,"Regulatory changes impact Real Estate sector, stocks fall.",Prestige Estates in the Real Estate sector has seen a fall of -0.09% due to merger and acquisition rumors. Market sentiment is Neutral with Fear prevailing.,Real Estate,Neutral,Fear,-0.09,74.05
2024-10-27,Colgate stock fall after share buyback plan.,Colgate in the FMCG sector has seen a fall of -5.47% due to rising raw material costs. Market sentiment is Negative with Confidence prevailing.,FMCG,Negative,Confidence,-5.47,361.01
2024-10-23,Hindalco stock rise after capital expenditure plan.,Hindalco in the Metals sector has seen a rise of 1.75% due to sector-specific regulations. Market sentiment is Positive with Optimism prevailing.,Metals,Positive,Optimism,1.75,625.76
2024-11-01,"Investors await supply chain disruptions, Automobile stocks volatile.",Bosch in the Automobile sector has seen a fall of -3.87% due to better-than-expected quarterly results. Market sentiment is Negative with Uncertainty prevailing.,Automobile,Negative,Uncertainty,-3.87,363.17
2025-06-09,"Regulatory changes impact Telecom sector, stocks fall.",Bharti Airtel in the Telecom sector has seen a fall of -2.07% due to tax reforms. Market sentiment is Mixed with Optimism prevailing.,Telecom,Mixed,Optimism,-2.07,972.33
2025-05-23,"Global trends influence Pharma sector, stocks rise.",Dr. Reddy's in the Pharma sector has seen a rise of 5.15% due to government policy reforms. Market sentiment is Positive with Confidence prevailing.,Pharma,Positive,Confidence,5.15,249.57
2025-08-10,"Colgate eyes expansion, FMCG stocks rise.",Colgate in the FMCG sector has seen a rise of 0.29% due to better-than-expected quarterly results. Market sentiment is Neutral with Caution prevailing.,FMCG,Neutral,Caution,0.29,321.56
2024-11-03,Surge in Pharma stocks led by Alkem Labs amid strong export data.,Alkem Labs in the Pharma sector has seen a rise of 4.79% due to strong export data. Market sentiment is Positive with Optimism prevailing.,Pharma,Positive,Optimism,4.79,964.89
2024-11-19,Market reacts to government policy reforms in FMCG sector.,Dabur in the FMCG sector has seen a fall of -0.63% due to sector-specific regulations. Market sentiment is Neutral with Uncertainty prevailing.,FMCG,Neutral,Uncertainty,-0.63,933.62
2025-01-14,"Oberoi Realty plans merger, causing Real Estate rally.",Oberoi Realty in the Real Estate sector has seen a rise of 5.05% due to monsoon impact on agriculture. Market sentiment is Positive with Optimism prevailing.,Real Estate,Positive,Optimism,5.05,163.18
2025-02-01,"Regulatory changes impact Real Estate sector, stocks rise.",DLF in the Real Estate sector has seen a rise of 0.37% due to global market trends. Market sentiment is Neutral with Optimism prevailing.,Real Estate,Neutral,Optimism,0.37,985.11
2024-05-11,Infrastructure stocks fall following currency fluctuations.,Adani Ports in the Infrastructure sector has seen a fall of -3.01% due to interest rate hike. Market sentiment is Negative with Confidence prevailing.,Infrastructure,Negative,Confidence,-3.01,839.6
2024-07-17,Strong Technology earnings drive market fall.,Wipro in the Technology sector has seen a fall of -2.78% due to interest rate hike. Market sentiment is Mixed with Uncertainty prevailing.,Technology,Mixed,Uncertainty,-2.78,732.91
2024-07-06,"Nestle India eyes expansion, FMCG stocks rise.",Nestle India in the FMCG sector has seen a rise of 4.59% due to inflation concerns. Market sentiment is Positive with Uncertainty prevailing.,FMCG,Positive,Uncertainty,4.59,674.26
2025-02-09,FMCG stocks face pressure due to regulatory changes.,Marico in the FMCG sector has seen a rise of 6.85% due to regulatory changes. Market sentiment is Positive with Fear prevailing.,FMCG,Positive,Fear,6.85,187.28
2024-01-21,Earnings beat lifts Bank of Baroda and Banking sector.,Bank of Baroda in the Banking sector has seen a fall of -6.0% due to monsoon impact on agriculture. Market sentiment is Negative with Confidence prevailing.,Banking,Negative,Confidence,-6.0,903.07
2024-10-19,Cadila Healthcare stock fall after management change.,Cadila Healthcare in the Pharma sector has seen a fall of -0.41% due to rising crude oil prices. Market sentiment is Neutral with Fear prevailing.,Pharma,Neutral,Fear,-0.41,597.56
2024-01-07,"Steel Authority faces challenges amid infrastructure spending boost, shares rise.",Steel Authority in the Metals sector has seen a rise of 4.13% due to infrastructure spending boost. Market sentiment is Positive with Caution prevailing.,Metals,Positive,Caution,4.13,24.72
2024-12-11,Surge in Metals stocks led by Vedanta amid tax reforms.,Vedanta in the Metals sector has seen a rise of 5.62% due to tax reforms. Market sentiment is Positive with Caution prevailing.,Metals,Positive,Caution,5.62,92.29
2025-01-17,Strong demand boosts Infrastructure sector and Larsen & Toubro shares.,Larsen & Toubro in the Infrastructure sector has seen a rise of 3.16% due to government policy reforms. Market sentiment is Positive with Caution prevailing.,Infrastructure,Positive,Caution,3.16,713.45
2025-07-11,Investors optimistic as Real Estate sector rise on supply chain disruptions.,DLF in the Real Estate sector has seen a rise of 2.92% due to supply chain disruptions. Market sentiment is Mixed with Confidence prevailing.,Real Estate,Mixed,Confidence,2.92,347.56
2024-05-04,Surge in Energy stocks led by Reliance amid sector-specific regulations.,Reliance in the Energy sector has seen a rise of 2.61% due to sector-specific regulations. Market sentiment is Positive with Caution prevailing.,Energy,Positive,Caution,2.61,972.54
2024-06-28,Concerns over government policy reforms cause Technology slump.,Infosys in the Technology sector has seen a fall of -1.3% due to government policy reforms. Market sentiment is Negative with Uncertainty prevailing.,Technology,Negative,Uncertainty,-1.3,315.42
2025-04-10,Weakness in Infrastructure drags market down amid rising crude oil prices.,IRB Infrastructure in the Infrastructure sector has seen a rise of 2.19% due to rising crude oil prices. Market sentiment is Positive with Optimism prevailing.,Infrastructure,Positive,Optimism,2.19,466.97
2025-02-05,"Regulatory changes impact Energy sector, stocks rise.",Adani Power in the Energy sector has seen a rise of 1.12% due to tax reforms. Market sentiment is Positive with Uncertainty prevailing.,Energy,Positive,Uncertainty,1.12,138.24
2024-06-10,Shares of TCS in Technology sector fall amid rising crude oil prices.,TCS in the Technology sector has seen a fall of -0.09% due to rising crude oil prices. Market sentiment is Neutral with Uncertainty prevailing.,Technology,Neutral,Uncertainty,-0.09,688.73
2024-03-03,Shares of Alkem Labs in Pharma sector fall amid geopolitical tensions.,Alkem Labs in the Pharma sector has seen a fall of -2.06% due to geopolitical tensions. Market sentiment is Mixed with Optimism prevailing.,Pharma,Mixed,Optimism,-2.06,26.22
2025-04-08,Market correction hits FMCG stocks after interest rate hike.,Emami in the FMCG sector has seen a fall of -1.6% due to merger and acquisition rumors. Market sentiment is Negative with Fear prevailing.,FMCG,Negative,Fear,-1.6,704.13
2025-03-17,Real Estate outlook positive on technology adoption.,Sobha in the Real Estate sector has seen a rise of 1.52% due to technology adoption. Market sentiment is Positive with Uncertainty prevailing.,Real Estate,Positive,Uncertainty,1.52,97.16
2025-04-25,"HDFC Bank announces expansion into new markets, impacting Banking stocks.",HDFC Bank in the Banking sector has seen a fall of -4.0% due to merger and acquisition rumors. Market sentiment is Negative with Uncertainty prevailing.,Banking,Negative,Uncertainty,-4.0,162.27
2025-03-12,"IndusInd Bank announces expansion into new markets, impacting Banking stocks.",IndusInd Bank in the Banking sector has seen a fall of -1.43% due to currency depreciation. Market sentiment is Negative with Confidence prevailing.,Banking,Negative,Confidence,-1.43,383.99
2024-03-29,Mixed results from FMCG sector after currency depreciation.,Page Industries in the FMCG sector has seen a rise of 5.77% due to supply chain disruptions. Market sentiment is Positive with Confidence prevailing.,FMCG,Positive,Confidence,5.77,845.75
2024-04-06,Telecom companies see fall after technology adoption.,Jio in the Telecom sector has seen a fall of -3.83% due to monsoon impact on agriculture. Market sentiment is Negative with Caution prevailing.,Telecom,Negative,Caution,-3.83,863.0
2024-09-30,"GIC Housing announces strategic partnership, impacting Infrastructure stocks.",GIC Housing in the Infrastructure sector has seen a fall of -5.56% due to tax reforms. Market sentiment is Negative with Uncertainty prevailing.,Infrastructure,Negative,Uncertainty,-5.56,472.59
2024-09-24,Market reacts to tax reforms in Technology sector.,Persistent Systems in the Technology sector has seen a rise of 2.2% due to government policy reforms. Market sentiment is Positive with Caution prevailing.,Technology,Positive,Caution,2.2,691.22
2025-01-23,"Investors await new product launches, Telecom stocks volatile.",Vodafone Idea in the Telecom sector has seen a fall of -3.62% due to supply chain disruptions. Market sentiment is Negative with Uncertainty prevailing.,Telecom,Negative,Uncertainty,-3.62,23.84
2025-01-05,Strong Pharma earnings drive market rise.,Alkem Labs in the Pharma sector has seen a rise of 1.32% due to regulatory changes. Market sentiment is Positive with Confidence prevailing.,Pharma,Positive,Confidence,1.32,470.61
2025-07-02,Strong Real Estate earnings drive market rise.,Kolte Patil in the Real Estate sector has seen a rise of 5.4% due to rising raw material costs. Market sentiment is Positive with Optimism prevailing.,Real Estate,Positive,Optimism,5.4,621.26
2025-06-03,"Axis Bank announces strategic partnership, impacting Banking stocks.",Axis Bank in the Banking sector has seen a rise of 1.3% due to monsoon impact on agriculture. Market sentiment is Mixed with Fear prevailing.,Banking,Mixed,Fear,1.3,105.01
2025-02-25,"Global trends influence Technology sector, stocks rise.",Persistent Systems in the Technology sector has seen a rise of 3.74% due to new product launches. Market sentiment is Positive with Caution prevailing.,Technology,Positive,Caution,3.74,2.9
2024-03-27,Surge in Telecom stocks led by Vodafone Idea amid currency depreciation.,Vodafone Idea in the Telecom sector has seen a rise of 0.64% due to currency depreciation. Market sentiment is Mixed with Fear prevailing.,Telecom,Mixed,Fear,0.64,853.46
2024-04-30,Market sentiment shifts on sector-specific regulations affecting Telecom.,Jio in the Telecom sector has seen a fall of -2.82% due to currency fluctuations. Market sentiment is Mixed with Fear prevailing.,Telecom,Mixed,Fear,-2.82,754.08
2025-08-11,Real Estate stocks face pressure due to technology adoption.,Sobha in the Real Estate sector has seen a rise of 0.12% due to technology adoption. Market sentiment is Neutral with Caution prevailing.,Real Estate,Neutral,Caution,0.12,140.09
2024-12-09,Market sentiment shifts on currency fluctuations affecting Metals.,NMDC in the Metals sector has seen a rise of 1.74% due to strong export data. Market sentiment is Positive with Confidence prevailing.,Metals,Positive,Confidence,1.74,413.17
